"year","age","sex","maritl","race","education","region","jobclass","health","health_ins","wage"
2006,41," Male"," Married"," Asian"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",89.4924795180001
2009,53," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",87.9810327856054
2009,45," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," No",127.115743812184
2003,32," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",66.9616443217359
2005,47," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",148.413159102577
2003,26," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",123.089699847943
2009,31," Male"," Married"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",133.232350826567
2007,32," Male"," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",118.884359339886
2006,50," Male"," Divorced"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",120.166119635421
2007,46," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",115.375038556391
2006,47," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",112.6488963421
2005,55," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",118.884359339886
2005,49," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",148.413159102577
2004,25," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",61.1875264339915
2008,60," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",95.6888119067371
2008,62," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",89.2428846644714
2003,63," Male"," Separated"," Black"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",127.901232979118
2004,31," Male"," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",128.680488220624
2006,29," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",109.833985642199
2008,51," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",114.475713290347
2007,28," Male"," Married"," Asian"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",76.1296996370986
2005,36," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",123.089699847943
2007,28," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",99.6894636984864
2004,38," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",102.870246933215
2008,35," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",96.3706528322308
2005,46," Male"," Divorced"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",117.146816914805
2007,37," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",90.4819133566401
2005,41," Male"," Divorced"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",104.921506533664
2006,59," Male"," Married"," Black"," Some College"," Middle Atlantic"," Industrial"," <=Good"," No",73.7757432746946
2006,51," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," No",107.903923866876
2006,26," Male"," Never Married"," Black"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",99.6894636984864
2003,34," Male"," Married"," Black"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",60.1541246622441
2004,32," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",123.089699847943
2007,23," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",81.2832532842527
2004,50," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",143.134940811134
2009,25," Male"," Never Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",69.0981838087226
2004,43," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",78.9816745162994
2009,36," Male"," Married"," Black"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",128.680488220624
2006,50," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",54.5981500331442
2006,34," Male"," Separated"," Black"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",134.705375118879
2005,34," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",104.921506533664
2005,55," Male"," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",277.601417511009
2003,39," Male"," Married"," Black"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",78.214575693165
2004,40," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",82.6796372966372
2005,32," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",117.146816914805
2006,63," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",118.884359339886
2004,38," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",109.833985642199
2008,67," Male"," Married"," Asian"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",59.0970640815891
2005,39," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",116.265324062503
2003,31," Male"," Married"," Asian"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",61.1875264339915
2006,41," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",114.475713290347
2003,47," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",78.3924668009837
2009,61," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",122.263673892802
2005,61," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",148.413159102577
2008,21," Male"," Married"," Other"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",54.5981500331442
2004,22," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," No",66.0446942318056
2003,53," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",126.957885677185
2004,47," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",81.2832532842527
2005,36," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",127.901232979118
2007,36," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",87.9810327856054
2005,42," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",123.089699847943
2004,54," Male"," Divorced"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",104.921506533664
2004,27," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",87.9810327856054
2004,36," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",131.737801155001
2006,35," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",73.7757432746946
2003,60," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",104.921506533664
2005,42," Male"," Separated"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",91.602615662534
2008,41," Male"," Married"," Black"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",123.089699847943
2004,35," Male"," Never Married"," Black"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",131.652698654268
2006,34," Male"," Never Married"," Black"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",309.5717712662
2007,22," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",70.6610476694407
2007,47," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",84.8520440937874
2004,59," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",102.870246933215
2007,29," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",103.90247060316
2006,32," Male"," Never Married"," White"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",94.0727147457005
2003,49," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",128.680488220624
2009,30," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",106.326864894674
2003,33," Male"," Never Married"," Asian"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",99.2552868268562
2007,51," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",133.232350826567
2003,37," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",78.3924668009837
2003,46," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",130.982177377461
2007,63," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",109.833985642199
2005,41," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",96.3706528322308
2005,40," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",109.833985642199
2007,46," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",281.745970551857
2005,45," Male"," Divorced"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",94.0727147457005
2008,48," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",200.543262324662
2007,28," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",87.9810327856054
2009,65," Male"," Divorced"," Black"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",87.9810327856054
2005,50," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",97.4932940453934
2008,53," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",107.903923866876
2007,48," Male"," Married"," Asian"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",95.6888119067371
2003,30," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",109.833985642199
2006,37," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",87.3874499713449
2004,51," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",88.8315691738134
2008,55," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",166.324941233877
2004,35," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",94.6956951317194
2006,33," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",122.263673892802
2008,41," Male"," Divorced"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",132.487821126123
2003,34," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",96.3706528322308
2006,33," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",89.2428846644714
2008,49," Male"," Never Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",81.2832532842527
2006,62," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",73.7757432746946
2004,31," Male"," Never Married"," Black"," < HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",109.833985642199
2007,43," Male"," Divorced"," White"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",100.099662492042
2008,43," Male"," Married"," Black"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",134.265677158654
2004,43," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",91.6992261117042
2009,48," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," No",109.547296634249
2003,48," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",70.4760196469445
2007,50," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",144.204738892859
2009,29," Male"," Never Married"," Asian"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",99.6894636984864
2004,52," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",94.0727147457005
2004,46," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",87.9810327856054
2005,40," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",94.0727147457005
2004,43," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",81.2832532842527
2006,54," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",115.375038556391
2006,38," Male"," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",107.903923866876
2004,32," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," No",101.402052302992
2008,28," Male"," Never Married"," Asian"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",144.479422679423
2005,33," Male"," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",145.143601176911
2004,44," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," No",163.515863976238
2006,41," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",81.2832532842527
2005,31," Male"," Never Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",40.4056652596845
2007,48," Male"," Divorced"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",97.4932940453934
